case,activity,startTime,user,issue_type,request_type,priority,assignee,security,project,ma
Case01-1035,Waiting for user,2022-06-08 12:16:02.226,User_14,Request,ReqType_35,Low,Assignee_5,Security_6,Project_1,M
Case01-1035,In Progress,2022-06-08 12:15:59.965,User_14,Request,ReqType_35,Low,Assignee_5,Security_6,Project_1,M
Case01-1035,Open,2022-06-08 09:21:07.505,User_314,Request,ReqType_35,Low,Assignee_5,Security_6,Project_1,M
Case01-1037,First assigned,2022-06-08 11:20:38.804,User_3,Incident,ReqType_1,Low,Assignee_1,Security_2,Project_1,M
Case01-1037,Closed,2022-06-16 11:35:32.693,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-1037,Waiting validation,2022-06-08 11:35:15.552,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-1037,Resolved,2022-06-08 11:35:13.042,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1037,In Progress,2022-06-08 11:20:37.205,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1037,Open,2022-06-08 10:25:36.008,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1038,First assigned,2022-06-08 10:30:41.293,User_12,Request,ReqType_7,Low,Assignee_4,Security_2,Project_2,M
Case01-1038,Change in person assigned,2022-09-06 15:04:53.403,User_2,Request,ReqType_7,Low,Assignee_4,Security_2,Project_2,M
Case01-1038,Change in person assigned,2022-09-06 15:04:59.337,User_11,Request,ReqType_1,Low,Assignee_1,Security_2,Project_1,M
Case01-1038,Change in incidence type,2022-09-06 16:13:57.699,User_3,Request,ReqType_1,Low,Assignee_1,Security_2,Project_1,M
Case01-1038,Change in request type,2022-09-06 16:14:03.631,User_2,Request,ReqType_1,Low,Assignee_1,Security_2,Project_1,M
Case01-1038,Closed,2022-06-08 10:32:08.553,User_9,Request,ReqType_23,Low,Assignee_3,Security_1,Project_1,M
Case01-1038,Waiting validation,2022-06-08 10:30:46.072,User_3,Request,ReqType_23,Low,Assignee_3,Security_1,Project_1,A
Case01-1038,Resolved,2022-06-08 10:30:44.273,User_9,Request,ReqType_23,Low,Assignee_3,Security_1,Project_1,M
Case01-1038,In Progress,2022-06-08 10:29:45.172,User_9,Request,ReqType_23,Low,Assignee_3,Security_1,Project_1,M
Case01-1038,Open,2022-06-08 10:29:08.782,User_9,Request,ReqType_23,Low,Assignee_3,Security_1,Project_1,M
Case01-1039,First assigned,2022-06-08 15:53:10.919,User_3,Incident,ReqType_7,Low,Assignee_4,Security_2,Project_2,M
Case01-1039,Change in request type,2022-09-06 15:04:45.283,User_12,Incident,ReqType_7,Low,Assignee_4,Security_2,Project_2,M
Case01-1039,Closed,2022-06-08 17:29:49.438,User_9,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,M
Case01-1039,Waiting validation,2022-06-08 10:30:50.587,User_3,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,A
Case01-1039,Resolved,2022-06-08 10:30:48.818,User_3,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,A
Case01-1039,In Progress,2022-06-08 10:30:48.070,User_3,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,A
Case01-1039,Open,2022-06-08 10:29:31.475,User_9,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,M
Case01-104,First assigned,2022-04-06 10:24:19.340,User_2,Request,ReqType_7,Medium,Assignee_4,Security_2,Project_2,M
Case01-104,Closed,2022-04-11 13:00:19.592,User_9,Request,ReqType_17,Medium,Assignee_1,Security_1,Project_1,M
Case01-104,Waiting validation,2022-04-11 13:00:15.373,User_3,Request,ReqType_17,Medium,Assignee_1,Security_1,Project_1,A
Case01-104,Resolved,2022-04-11 13:00:13.418,User_9,Request,ReqType_17,Medium,Assignee_1,Security_1,Project_1,M
Case01-104,In Progress,2022-04-06 10:24:17.332,User_2,Request,ReqType_17,Medium,Assignee_1,Security_1,Project_1,M
Case01-104,Open,2022-04-06 10:12:11.588,User_9,Request,ReqType_17,Medium,Assignee_1,Security_1,Project_1,M
Case01-1040,First assigned,2022-06-08 15:52:44.965,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1040,Change in request type,2022-09-06 15:04:41.938,User_13,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1040,Closed,2022-06-16 10:32:11.265,User_3,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,A
Case01-1040,Waiting validation,2022-06-08 10:30:51.525,User_3,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,A
Case01-1040,Resolved,2022-06-08 10:30:49.062,User_3,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,A
Case01-1040,In Progress,2022-06-08 10:30:48.396,User_3,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,A
Case01-1040,Open,2022-06-08 10:29:37.370,User_9,Incident,ReqType_21,Low,Assignee_3,Security_1,Project_1,M
Case01-1041,First assigned,2022-06-08 11:10:32.968,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1041,Closed,2022-06-08 12:26:30.272,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1041,Waiting validation,2022-06-08 11:17:43.053,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-1041,Resolved,2022-06-08 11:17:41.124,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1041,In Progress,2022-06-08 11:17:39.794,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1041,Open,2022-06-08 10:46:27.287,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1042,Change in person assigned,2022-08-16 16:51:27.643,User_13,Request,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1042,First assigned,2022-06-08 11:09:52.268,User_3,Request,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1042,Closed,2022-10-12 07:02:40.615,User_3,Request,ReqType_44,Low,Assignee_12,Security_13,Project_1,A
Case01-1042,Waiting validation,2022-10-05 10:58:57.299,User_3,Request,ReqType_44,Low,Assignee_12,Security_13,Project_1,A
Case01-1042,Resolved,2022-10-05 10:58:29.544,User_222,Request,ReqType_44,Low,Assignee_12,Security_13,Project_1,M
Case01-1042,In Progress,2022-10-05 10:58:06.830,User_222,Request,ReqType_44,Low,Assignee_12,Security_13,Project_1,M
Case01-1042,Pending supplier,2022-06-08 12:18:38.845,User_14,Request,ReqType_44,Low,Assignee_12,Security_13,Project_1,M
Case01-1042,In Progress,2022-06-08 11:09:49.468,User_14,Request,ReqType_44,Low,Assignee_12,Security_13,Project_1,M
Case01-1042,Open,2022-06-08 10:53:34.400,User_340,Request,ReqType_44,Low,Assignee_12,Security_13,Project_1,M
Case01-1043,First assigned,2022-06-08 11:05:16.266,User_15,[System] Problem,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1043,Closed,2022-07-20 16:11:24.674,User_14,[System] Problem,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1043,Waiting validation,2022-07-20 16:11:07.136,User_3,[System] Problem,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-1043,Resolved,2022-07-20 16:10:42.327,User_14,[System] Problem,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1043,In Progress,2022-07-20 16:10:41.006,User_14,[System] Problem,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1043,Waiting for user,2022-06-17 10:50:41.763,User_14,[System] Problem,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1043,In Progress,2022-06-17 10:50:36.479,User_14,[System] Problem,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1043,Open,2022-06-08 11:05:04.295,User_14,[System] Problem,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1044,First assigned,2022-06-08 11:19:22.990,User_2,Request,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1044,Change in incidence type,2022-08-17 10:42:30.896,User_2,Request,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1044,Change in request type,2022-08-17 10:43:56.653,User_2,Request,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1044,Closed,2022-06-08 11:26:07.171,User_337,Request,ReqType_11,Low,Assignee_5,Security_6,Project_1,M
Case01-1044,Waiting validation,2022-06-08 11:20:17.708,User_3,Request,ReqType_11,Low,Assignee_5,Security_6,Project_1,A
Case01-1044,Resolved,2022-06-08 11:20:15.745,User_14,Request,ReqType_11,Low,Assignee_5,Security_6,Project_1,M
Case01-1044,In Progress,2022-06-08 11:19:27.500,User_14,Request,ReqType_11,Low,Assignee_5,Security_6,Project_1,M
Case01-1044,Open,2022-06-08 11:13:56.510,User_337,Request,ReqType_11,Low,Assignee_5,Security_6,Project_1,M
Case01-1046,First assigned,2022-06-08 13:30:48.274,User_2,Request,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1046,Closed,2022-06-14 13:52:50.897,User_324,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,M
Case01-1046,Waiting validation,2022-06-13 16:48:54.223,User_3,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,A
Case01-1046,Resolved,2022-06-13 16:48:44.906,User_14,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,M
Case01-1046,In Progress,2022-06-13 14:12:49.780,User_3,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,A
Case01-1046,Resolution Rejected,2022-06-13 14:12:47.904,User_324,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,M
Case01-1046,Waiting validation,2022-06-08 14:32:49.991,User_3,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,A
Case01-1046,Resolved,2022-06-08 14:32:47.946,User_14,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,M
Case01-1046,In Progress,2022-06-08 14:30:05.594,User_14,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,M
Case01-1046,Open,2022-06-08 13:24:14.906,User_324,Request,ReqType_17,Low,Assignee_5,Security_3,Project_1,M
Case01-1048,First assigned,2022-06-09 15:33:44.815,User_15,Incident,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1048,Change in incidence type,2022-06-08 16:26:39.327,User_15,Incident,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1048,Moved ticket,2022-06-08 16:26:39.327,User_3,Incident,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1048,Closed,2022-06-17 15:41:22.266,User_3,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-1048,Waiting validation,2022-06-09 15:40:45.064,User_3,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-1048,Resolved,2022-06-09 15:40:43.009,User_14,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1048,In Progress,2022-06-09 15:40:41.580,User_14,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1048,Open,2022-06-08 16:02:29.713,User_329,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-105,First assigned,2022-04-06 08:31:41.396,User_3,Incident,ReqType_8,Medium,Assignee_1,Security_1,Project_1,M
Case01-105,Change in person assigned,2022-04-06 13:48:49.699,User_2,Incident,ReqType_8,Medium,Assignee_1,Security_1,Project_1,M
Case01-105,Moved ticket,2022-04-06 11:25:00.494,User_2,Incident,ReqType_8,Medium,Assignee_1,Security_1,Project_1,M
Case01-105,Closed,2022-05-19 13:17:29.747,User_9,Incident,ReqType_4,Medium,Assignee_5,Security_7,Project_1,M
Case01-105,Waiting validation,2022-04-28 11:06:55.697,User_3,Incident,ReqType_4,Medium,Assignee_5,Security_7,Project_1,A
Case01-105,Resolved,2022-04-28 11:06:53.826,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_7,Project_1,M
Case01-105,In Progress,2022-04-28 11:06:51.986,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_7,Project_1,M
Case01-105,Waiting,2022-04-08 12:37:19.554,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_7,Project_1,M
Case01-105,In Progress,2022-04-08 12:37:17.313,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_7,Project_1,M
Case01-105,Open,2022-04-05 18:40:16.509,User_34,Incident,ReqType_4,Medium,Assignee_5,Security_7,Project_1,M
Case01-1051,First assigned,2022-06-09 08:26:22.693,User_16,Request,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1051,Moved ticket,2022-06-08 23:11:19.317,User_15,Request,ReqType_8,Low,Assignee_1,Security_1,Project_1,M
Case01-1051,Closed,2022-06-13 21:18:46.564,User_353,Request,ReqType_4,Low,Assignee_1,Security_1,Project_1,M
Case01-1051,Waiting validation,2022-06-09 09:20:48.245,User_3,Request,ReqType_4,Low,Assignee_1,Security_1,Project_1,A
Case01-1051,Resolved,2022-06-09 09:20:45.890,User_2,Request,ReqType_4,Low,Assignee_1,Security_1,Project_1,M
Case01-1051,In Progress,2022-06-09 08:26:20.763,User_2,Request,ReqType_4,Low,Assignee_1,Security_1,Project_1,M
Case01-1051,Open,2022-06-08 21:45:20.442,User_353,Request,ReqType_4,Low,Assignee_1,Security_1,Project_1,M
Case01-1052,Change in person assigned,2022-06-13 15:25:57.776,User_16,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1052,Change in person assigned,2022-06-13 15:09:45.538,User_3,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1052,Change in request type,2022-06-13 15:04:22.485,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1052,First assigned,2022-06-10 11:08:47.012,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1052,Closed,2022-06-22 12:38:46.155,User_3,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,A
Case01-1052,Waiting validation,2022-06-17 12:38:22.885,User_3,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,A
Case01-1052,Resolved,2022-06-17 12:38:20.942,User_2,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,M
Case01-1052,In Progress,2022-06-17 12:38:19.650,User_2,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,M
Case01-1052,Waiting for user,2022-06-17 12:35:54.560,User_2,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,M
Case01-1052,In Progress,2022-06-17 12:35:51.934,User_2,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,M
Case01-1052,Waiting for user,2022-06-13 15:37:06.474,User_2,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,M
Case01-1052,In Progress,2022-06-13 15:37:04.269,User_2,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,M
Case01-1052,Open,2022-06-09 00:00:23.613,User_228,Incident,ReqType_24,Low,Assignee_8,Security_3,Project_1,M
Case01-1055,Change in request type,2022-06-22 11:26:39.224,User_3,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1055,First assigned,2022-06-09 08:56:04.094,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1055,Change in incidence type,2022-06-22 11:26:26.995,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1055,Change in person assigned,2022-06-09 09:10:04.680,User_17,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1055,Closed,2022-06-21 12:41:29.567,User_107,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-1055,Waiting validation,2022-06-09 09:10:13.200,User_3,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,A
Case01-1055,Resolved,2022-06-09 09:10:11.134,User_2,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-1055,In Progress,2022-06-09 09:10:01.104,User_2,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-1055,Open,2022-06-09 07:32:27.254,User_107,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-1056,First assigned,2022-06-09 15:44:34.830,User_17,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1056,Closed,2022-06-09 17:30:46.968,User_13,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1056,Waiting validation,2022-06-09 16:03:38.343,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-1056,Resolved,2022-06-09 16:03:30.222,User_2,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1056,In Progress,2022-06-09 15:58:13.163,User_9,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1056,Escalated,2022-06-09 08:51:10.840,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-1056,Open,2022-06-09 08:51:06.343,User_13,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-1057,First assigned,2022-06-09 12:36:42.654,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1057,Moved ticket,2022-06-09 09:35:16.109,User_17,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1057,Closed,2022-06-09 13:30:10.323,User_8,Incident,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-1057,Waiting validation,2022-06-09 12:37:09.512,User_3,Incident,ReqType_4,Low,Assignee_1,Security_6,Project_1,A
Case01-1057,Resolved,2022-06-09 12:37:07.676,User_2,Incident,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-1057,In Progress,2022-06-09 12:36:41.099,User_2,Incident,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-1057,Open,2022-06-09 07:50:04.754,User_8,Incident,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-1059,First assigned,2022-06-09 09:46:43.530,User_14,Request,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1059,Moved ticket,2022-06-09 09:45:27.264,User_14,Request,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1059,Closed,2022-06-09 10:02:28.031,User_147,Request,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-1059,Waiting validation,2022-06-09 10:01:04.864,User_3,Request,ReqType_4,Low,Assignee_1,Security_6,Project_1,A
Case01-1059,Resolved,2022-06-09 10:01:02.818,User_2,Request,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-1059,In Progress,2022-06-09 09:46:42.337,User_2,Request,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-1059,Open,2022-06-09 08:06:36.585,User_147,Request,ReqType_4,Low,Assignee_1,Security_6,Project_1,M
Case01-106,First assigned,2022-04-06 13:04:24.929,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-106,Closed,2022-04-08 15:18:01.875,User_17,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-106,Waiting validation,2022-04-06 13:47:28.691,User_3,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,A
Case01-106,Resolved,2022-04-06 13:47:26.550,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-106,In Progress,2022-04-06 13:37:20.562,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-106,Open,2022-04-06 12:26:28.690,User_17,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-1060,Change in request type,2022-09-06 15:04:38.933,User_3,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1060,Change in person assigned,2022-06-09 12:57:07.196,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1060,First assigned,2022-06-09 10:22:27.255,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1060,Closed,2022-06-09 12:57:31.079,User_2,Incident,ReqType_21,Low,Assignee_3,Security_12,Project_1,M
Case01-1060,Waiting validation,2022-06-09 12:57:05.654,User_3,Incident,ReqType_21,Low,Assignee_3,Security_12,Project_1,A
Case01-1060,Resolved,2022-06-09 12:57:03.762,User_2,Incident,ReqType_21,Low,Assignee_3,Security_12,Project_1,M
Case01-1060,In Progress,2022-06-09 12:56:53.647,User_3,Incident,ReqType_21,Low,Assignee_3,Security_12,Project_1,A
Case01-1060,Escalated,2022-06-09 10:27:20.822,User_3,Incident,ReqType_21,Low,Assignee_3,Security_12,Project_1,A
Case01-1060,In Progress,2022-06-09 10:23:17.842,User_2,Incident,ReqType_21,Low,Assignee_3,Security_12,Project_1,M
Case01-1060,Open,2022-06-09 10:22:18.132,User_9,Incident,ReqType_21,Low,Assignee_3,Security_12,Project_1,M
Case01-1061,First assigned,2022-06-09 10:31:55.271,User_17,Request,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1061,Closed,2022-06-14 12:35:58.235,User_312,Request,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-1061,Waiting validation,2022-06-14 12:28:00.073,User_3,Request,ReqType_23,Low,Assignee_5,Security_3,Project_1,A
Case01-1061,Resolved,2022-06-14 12:27:57.973,User_14,Request,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-1061,In Progress,2022-06-14 12:27:56.556,User_14,Request,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-1061,Open,2022-06-09 10:27:35.910,User_312,Request,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-1063,First assigned,2022-06-09 15:54:46.345,User_13,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-1063,Closed,2022-06-13 17:02:36.874,User_220,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1063,Waiting validation,2022-06-13 16:45:58.085,User_3,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-1063,Resolved,2022-06-13 16:45:55.877,User_14,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-1063,In Progress,2022-06-10 10:56:27.047,User_3,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-1063,Waiting for user,2022-06-09 16:01:04.120,User_14,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
